unit,players,type,toi_sec,toi_min,gf,ga,sf,sa,xgf,xga,gf_pct,sf_pct,xgf_pct,team,complementarity,pass_links,pass_links_per60,chemistry_index
Andersson-Weegar,"['Andersson Rasmus', 'Weegar MacKenzie']",pairing,939,15.7,0,0,0,0,0.0,0.0,,,,Calgary Flames,6821.538,22,84.35,
Bahl-Hanley,"['Bahl Kevin', 'Hanley Joel']",pairing,793,13.2,1,3,6,11,0.34,0.94,25.0,35.3,26.7,Calgary Flames,2124.223,4,18.16,-0.452
Pachal-Wiebe,"['Pachal Brayden', 'Wiebe Abram']",pairing,759,12.7,1,0,2,3,0.06,0.29,100.0,40.0,17.1,Calgary Flames,1927.82,8,37.94,
Bahl-Bean,"['Bahl Kevin', 'Bean Jake']",pairing,695,11.6,1,0,2,0,0.07,0.0,100.0,100.0,100.0,Calgary Flames,2107.725,3,15.54,
Brzustewicz-Whitecloud,"['Brzustewicz Hunter', 'Whitecloud Zach']",pairing,658,11.0,0,0,7,5,0.29,0.16,,58.3,64.0,Calgary Flames,6140.117,5,27.36,0.081
Hanley-Maatta,"['Hanley Joel', 'Maatta Olli']",pairing,658,11.0,0,0,1,5,0.04,0.43,,16.7,7.8,Calgary Flames,8922.996,6,32.83,
Kuznetsov-Maatta,"['Kuznetsov Yan', 'Maatta Olli']",pairing,635,10.6,0,0,0,3,0.0,0.11,,0.0,0.0,Calgary Flames,7848.828,1,5.67,
Parekh-Wiebe,"['Parekh Zayne', 'Wiebe Abram']",pairing,565,9.4,0,0,3,5,0.18,0.29,,37.5,38.2,Calgary Flames,2750.44,5,31.86,-0.101
Brzustewicz-Parekh,"['Brzustewicz Hunter', 'Parekh Zayne']",pairing,529,8.8,0,0,0,0,0.0,0.0,,,,Calgary Flames,2885.893,5,34.03,
Pachal-Solovyov,"['Pachal Brayden', 'Solovyov Ilya']",pairing,500,8.3,0,1,2,4,0.08,0.22,0.0,33.3,27.5,Calgary Flames,22104.456,0,0.0,
Andersson-Pachal,"['Andersson Rasmus', 'Pachal Brayden']",pairing,412,6.9,0,0,3,6,0.22,0.25,,33.3,47.6,Calgary Flames,3148.847,0,0.0,-0.764
Pachal-Weegar,"['Pachal Brayden', 'Weegar MacKenzie']",pairing,409,6.8,0,0,0,0,0.0,0.0,,,,Calgary Flames,3724.332,4,35.21,
Andersson-Parekh,"['Andersson Rasmus', 'Parekh Zayne']",pairing,396,6.6,0,1,1,4,0.03,0.16,0.0,20.0,15.5,Calgary Flames,4045.141,9,81.82,
Brzustewicz-Wiebe,"['Brzustewicz Hunter', 'Wiebe Abram']",pairing,394,6.6,0,0,0,0,0.0,0.0,,,,Calgary Flames,2658.718,2,18.27,
Andersson-Brzustewicz,"['Andersson Rasmus', 'Brzustewicz Hunter']",pairing,360,6.0,0,2,5,2,0.38,0.16,0.0,71.4,70.4,Calgary Flames,4055.169,7,70.0,
Brzustewicz-Pachal,"['Brzustewicz Hunter', 'Pachal Brayden']",pairing,327,5.5,0,0,0,0,0.0,0.0,,,,Calgary Flames,2228.986,0,0.0,
Brzustewicz-Weegar,"['Brzustewicz Hunter', 'Weegar MacKenzie']",pairing,273,4.5,0,0,0,0,0.0,0.0,,,,Calgary Flames,4847.043,9,118.68,
Pachal-Whitecloud,"['Pachal Brayden', 'Whitecloud Zach']",pairing,226,3.8,0,0,0,0,0.0,0.0,,,,Calgary Flames,4569.287,2,31.86,
Whitecloud-Wiebe,"['Whitecloud Zach', 'Wiebe Abram']",pairing,178,3.0,0,0,8,5,0.49,0.31,,61.5,61.3,Calgary Flames,5083.372,0,0.0,
Maatta-Wiebe,"['Maatta Olli', 'Wiebe Abram']",pairing,158,2.6,0,0,0,0,0.0,0.0,,,,Calgary Flames,9132.133,3,68.35,
Bean-Kuznetsov,"['Bean Jake', 'Kuznetsov Yan']",pairing,131,2.2,0,0,0,0,0.0,0.0,,,,Calgary Flames,1800.699,1,27.48,
Kuznetsov-Solovyov,"['Kuznetsov Yan', 'Solovyov Ilya']",pairing,116,1.9,0,0,2,0,0.08,0.0,,100.0,100.0,Calgary Flames,21578.597,0,0.0,
Miller-Walker,"[""Miller K'Andre"", 'Walker Sean']",pairing,75240,1254.0,96,77,939,683,54.85,44.42,55.5,57.9,55.3,Carolina Hurricanes,2597.575,370,17.7,-0.423
Chatfield-Slavin,"['Chatfield Jalen', 'Slavin Jaccob']",pairing,51723,862.0,68,52,584,418,34.67,26.31,56.7,58.3,56.9,Carolina Hurricanes,1674.565,203,14.13,-0.577
Gostisbehere-Nikishin,"['Gostisbehere Shayne', 'Nikishin Alexander']",pairing,31533,525.5,38,26,398,273,23.55,18.34,59.4,59.3,56.2,Carolina Hurricanes,2559.765,161,18.38,-0.411
Nikishin-Walker,"['Nikishin Alexander', 'Walker Sean']",pairing,17337,288.9,17,15,172,117,9.63,7.98,53.1,59.5,54.7,Carolina Hurricanes,2669.216,111,23.05,-0.3
Chatfield-Gostisbehere,"['Chatfield Jalen', 'Gostisbehere Shayne']",pairing,16625,277.1,20,16,227,150,13.58,9.78,55.6,60.2,58.1,Carolina Hurricanes,2135.236,114,24.69,-0.308
Chatfield-Miller,"['Chatfield Jalen', ""Miller K'Andre""]",pairing,13267,221.1,19,15,177,99,10.35,6.4,55.9,64.1,61.8,Carolina Hurricanes,1866.069,76,20.62,-0.419
Nikishin-Reilly,"['Nikishin Alexander', 'Reilly Mike']",pairing,12619,210.3,18,14,153,119,8.85,7.28,56.2,56.2,54.9,Carolina Hurricanes,2331.133,44,12.55,-0.557
Gostisbehere-Walker,"['Gostisbehere Shayne', 'Walker Sean']",pairing,7486,124.8,7,7,86,86,5.18,5.31,50.0,50.0,49.4,Carolina Hurricanes,2937.719,52,25.01,-0.235
Chatfield-Nikishin,"['Chatfield Jalen', 'Nikishin Alexander']",pairing,5443,90.7,8,2,54,28,3.26,1.65,80.0,65.9,66.5,Carolina Hurricanes,1921.089,25,16.53,-0.504
Slavin-Walker,"['Slavin Jaccob', 'Walker Sean']",pairing,4043,67.4,4,5,26,22,1.65,1.86,44.4,54.2,47.0,Carolina Hurricanes,2359.405,9,8.01,-0.654
Gostisbehere-Miller,"['Gostisbehere Shayne', ""Miller K'Andre""]",pairing,3881,64.7,2,5,22,19,1.26,1.21,28.6,53.7,51.1,Carolina Hurricanes,2492.449,32,29.68,-0.17
Chatfield-Reilly,"['Chatfield Jalen', 'Reilly Mike']",pairing,3145,52.4,5,3,26,16,1.74,0.89,62.5,61.9,66.0,Carolina Hurricanes,1939.689,18,20.6,-0.413
Miller-Nikishin,"[""Miller K'Andre"", 'Nikishin Alexander']",pairing,3107,51.8,0,0,33,11,2.04,0.68,,75.0,75.1,Carolina Hurricanes,2244.08,6,6.95,-0.686
Chatfield-Walker,"['Chatfield Jalen', 'Walker Sean']",pairing,2809,46.8,3,0,24,26,1.23,1.65,100.0,48.0,42.8,Carolina Hurricanes,2224.832,8,10.25,-0.616
Nikishin-Slavin,"['Nikishin Alexander', 'Slavin Jaccob']",pairing,2372,39.5,5,1,36,20,2.32,1.03,83.3,64.3,69.3,Carolina Hurricanes,2020.368,7,10.62,-0.625
Gostisbehere-Slavin,"['Gostisbehere Shayne', 'Slavin Jaccob']",pairing,2344,39.1,5,3,29,18,1.82,1.0,62.5,61.7,64.5,Carolina Hurricanes,2272.105,17,26.11,-0.266
Gostisbehere-Reilly,"['Gostisbehere Shayne', 'Reilly Mike']",pairing,2302,38.4,1,1,4,4,0.28,0.2,50.0,50.0,58.2,Carolina Hurricanes,2582.813,6,9.38,-0.605
Reilly-Walker,"['Reilly Mike', 'Walker Sean']",pairing,2057,34.3,1,1,15,7,0.93,0.6,50.0,68.2,60.7,Carolina Hurricanes,2693.668,14,24.5,-0.266
Miller-Slavin,"[""Miller K'Andre"", 'Slavin Jaccob']",pairing,2047,34.1,1,0,3,3,0.14,0.06,100.0,50.0,70.0,Carolina Hurricanes,1958.116,7,12.31,
Miller-Reilly,"[""Miller K'Andre"", 'Reilly Mike']",pairing,1097,18.3,1,0,16,6,0.7,0.41,100.0,72.7,62.8,Carolina Hurricanes,2265.722,7,22.97,-0.335
Reilly-Slavin,"['Reilly Mike', 'Slavin Jaccob']",pairing,206,3.4,0,0,0,0,0.0,0.0,,,,Carolina Hurricanes,2041.201,1,17.48,
Crevier-Vlasic,"['Crevier Louis', 'Vlasic Alex']",pairing,46745,779.1,40,45,465,542,28.09,32.62,47.1,46.2,46.3,Chicago Blackhawks,3023.503,252,19.41,-0.35
Kaiser-Levshunov,"['Kaiser Wyatt', 'Levshunov Artyom']",pairing,26727,445.4,33,32,267,277,14.67,17.78,50.8,49.1,45.2,Chicago Blackhawks,3329.685,180,24.25,-0.219
Grzelcyk-Murphy,"['Grzelcyk Matt', 'Murphy Connor']",pairing,21800,363.3,14,22,163,207,10.87,13.74,38.9,44.1,44.2,Chicago Blackhawks,3621.177,178,29.39,-0.083
Kaiser-Rinzel,"['Kaiser Wyatt', 'Rinzel Sam']",pairing,21772,362.9,27,32,211,246,12.98,15.97,45.8,46.2,44.8,Chicago Blackhawks,3055.716,152,25.13,-0.223
Grzelcyk-Levshunov,"['Grzelcyk Matt', 'Levshunov Artyom']",pairing,21123,352.1,19,25,203,256,11.6,16.38,43.2,44.2,41.5,Chicago Blackhawks,2731.305,222,37.84,0.028
Rinzel-Vlasic,"['Rinzel Sam', 'Vlasic Alex']",pairing,14085,234.8,17,23,132,178,7.84,11.72,42.5,42.6,40.1,Chicago Blackhawks,3321.9,49,12.52,-0.476
Crevier-Kaiser,"['Crevier Louis', 'Kaiser Wyatt']",pairing,13310,221.8,8,15,105,118,5.72,7.13,34.8,47.1,44.5,Chicago Blackhawks,2780.593,70,18.93,-0.381
Kaiser-Murphy,"['Kaiser Wyatt', 'Murphy Connor']",pairing,13059,217.7,8,8,97,110,5.36,7.02,50.0,46.9,43.3,Chicago Blackhawks,4526.025,108,29.77,0.0
Levshunov-Vlasic,"['Levshunov Artyom', 'Vlasic Alex']",pairing,12541,209.0,15,17,128,141,7.38,8.92,46.9,47.6,45.3,Chicago Blackhawks,3619.808,78,22.39,-0.236
Grzelcyk-Rinzel,"['Grzelcyk Matt', 'Rinzel Sam']",pairing,10179,169.7,17,26,180,208,11.16,13.02,39.5,46.4,46.2,Chicago Blackhawks,2510.02,71,25.11,-0.268
Murphy-Vlasic,"['Murphy Connor', 'Vlasic Alex']",pairing,8164,136.1,3,2,27,44,1.76,2.75,60.0,38.0,39.0,Chicago Blackhawks,4922.187,75,33.07,0.105
Del-Korchinski,"['Del Mastro Ethan', 'Korchinski Kevin']",pairing,6228,103.8,4,7,49,64,2.99,3.65,36.4,43.4,45.0,Chicago Blackhawks,1573.874,38,21.97,-0.414
Crevier-Grzelcyk,"['Crevier Louis', 'Grzelcyk Matt']",pairing,6175,102.9,8,11,56,64,3.62,4.0,42.1,46.7,47.5,Chicago Blackhawks,2248.797,44,25.65,-0.278
Del-Murphy,"['Del Mastro Ethan', 'Murphy Connor']",pairing,3552,59.2,1,3,14,35,0.57,1.87,25.0,28.6,23.3,Chicago Blackhawks,3162.523,2,2.03,-0.718
Del-Rinzel,"['Del Mastro Ethan', 'Rinzel Sam']",pairing,3055,50.9,2,4,37,34,1.81,1.97,33.3,52.1,47.9,Chicago Blackhawks,2185.782,12,14.14,-0.534
Crevier-Del,"['Crevier Louis', 'Del Mastro Ethan']",pairing,2862,47.7,2,2,33,28,1.56,1.83,50.0,54.1,46.0,Chicago Blackhawks,1961.63,16,20.13,-0.422
Grzelcyk-Kaiser,"['Grzelcyk Matt', 'Kaiser Wyatt']",pairing,1637,27.3,0,0,9,8,0.49,0.49,,52.9,50.2,Chicago Blackhawks,2813.134,16,35.19,-0.023
Crevier-Korchinski,"['Crevier Louis', 'Korchinski Kevin']",pairing,1389,23.1,3,4,12,20,0.65,1.27,42.9,37.5,33.7,Chicago Blackhawks,1774.346,4,10.37,-0.65
Del-Levshunov,"['Del Mastro Ethan', 'Levshunov Artyom']",pairing,1226,20.4,0,1,4,9,0.25,0.57,0.0,30.8,30.9,Chicago Blackhawks,2378.837,12,35.24,-0.058
Del-Grzelcyk,"['Del Mastro Ethan', 'Grzelcyk Matt']",pairing,1010,16.8,0,0,12,12,0.66,0.78,,50.0,45.9,Chicago Blackhawks,1962.497,5,17.82,-0.472
Murphy-Rinzel,"['Murphy Connor', 'Rinzel Sam']",pairing,962,16.0,1,4,26,31,1.78,1.93,20.0,45.6,48.0,Chicago Blackhawks,4034.267,6,22.45,-0.2
Kaiser-Korchinski,"['Kaiser Wyatt', 'Korchinski Kevin']",pairing,915,15.2,3,0,8,7,0.69,0.34,100.0,53.3,67.4,Chicago Blackhawks,2201.284,12,47.21,0.189
Korchinski-Murphy,"['Korchinski Kevin', 'Murphy Connor']",pairing,815,13.6,0,1,6,7,0.42,0.5,0.0,46.2,45.9,Chicago Blackhawks,2904.864,4,17.67,-0.398
Kaiser-Vlasic,"['Kaiser Wyatt', 'Vlasic Alex']",pairing,767,12.8,0,1,4,10,0.17,0.68,0.0,28.6,20.5,Chicago Blackhawks,3761.673,6,28.16,-0.098
Korchinski-Rinzel,"['Korchinski Kevin', 'Rinzel Sam']",pairing,718,12.0,0,4,8,18,0.41,1.34,0.0,30.8,23.4,Chicago Blackhawks,1933.399,2,10.03,-0.645
Grzelcyk-Vlasic,"['Grzelcyk Matt', 'Vlasic Alex']",pairing,577,9.6,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,3059.447,6,37.44,
Del-Kaiser,"['Del Mastro Ethan', 'Kaiser Wyatt']",pairing,512,8.5,0,1,3,4,0.19,0.28,0.0,42.9,40.3,Chicago Blackhawks,2452.456,4,28.12,
Del-Vlasic,"['Del Mastro Ethan', 'Vlasic Alex']",pairing,503,8.4,0,0,1,0,0.03,0.0,,100.0,100.0,Chicago Blackhawks,2667.112,1,7.16,
Crevier-Rinzel,"['Crevier Louis', 'Rinzel Sam']",pairing,438,7.3,0,0,1,1,0.15,0.03,,50.0,84.6,Chicago Blackhawks,2463.447,2,16.44,
Crevier-Levshunov,"['Crevier Louis', 'Levshunov Artyom']",pairing,240,4.0,1,3,6,13,0.51,0.79,25.0,31.6,39.5,Chicago Blackhawks,2683.195,2,30.0,
Crevier-Murphy,"['Crevier Louis', 'Murphy Connor']",pairing,190,3.2,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,3620.016,0,0.0,
Korchinski-Levshunov,"['Korchinski Kevin', 'Levshunov Artyom']",pairing,187,3.1,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,2108.346,0,0.0,
Korchinski-Vlasic,"['Korchinski Kevin', 'Vlasic Alex']",pairing,187,3.1,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,2393.056,0,0.0,
Levshunov-Murphy,"['Levshunov Artyom', 'Murphy Connor']",pairing,150,2.5,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,4390.528,0,0.0,
Levshunov-Rinzel,"['Levshunov Artyom', 'Rinzel Sam']",pairing,141,2.4,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,2925.944,2,51.06,
Grzelcyk-Korchinski,"['Grzelcyk Matt', 'Korchinski Kevin']",pairing,121,2.0,0,0,0,0,0.0,0.0,,,,Chicago Blackhawks,1807.241,18,535.54,
Makar-Toews,"['Makar Cale', 'Toews Devon']",pairing,53433,890.5,76,56,705,569,40.98,33.18,57.6,55.3,55.3,Colorado Avalanche,3880.648,489,32.95,0.016
Burns-Manson,"['Burns Brent', 'Manson Josh']",pairing,49165,819.4,49,38,494,390,29.03,22.8,56.3,55.9,56.0,Colorado Avalanche,2846.468,300,21.97,-0.309
Girard-Malinski,"['Girard Samuel', 'Malinski Sam']",pairing,21374,356.2,38,17,296,235,18.55,14.26,69.1,55.7,56.5,Colorado Avalanche,5837.345,211,35.54,0.234
Malinski-Toews,"['Malinski Sam', 'Toews Devon']",pairing,17065,284.4,26,24,256,173,15.52,9.7,52.0,59.7,61.5,Colorado Avalanche,3159.831,160,33.75,-0.026
Kulak-Malinski,"['Kulak Brett', 'Malinski Sam']",pairing,16624,277.1,22,13,222,203,12.65,13.25,62.9,52.2,48.8,Colorado Avalanche,8035.151,108,23.39,0.15
Makar-Malinski,"['Makar Cale', 'Malinski Sam']",pairing,11078,184.6,15,17,181,130,10.99,8.62,46.9,58.2,56.1,Colorado Avalanche,3934.836,116,37.7,0.124
Kulak-Manson,"['Kulak Brett', 'Manson Josh']",pairing,7563,126.0,4,6,86,63,5.17,3.55,40.0,57.7,59.3,Colorado Avalanche,8136.996,39,18.56,0.053
Kulak-Makar,"['Kulak Brett', 'Makar Cale']",pairing,7472,124.5,11,4,106,83,5.82,4.84,73.3,56.1,54.6,Colorado Avalanche,10033.474,49,23.61,0.32
Burns-Kulak,"['Burns Brent', 'Kulak Brett']",pairing,7049,117.5,13,9,122,97,7.13,5.48,59.1,55.7,56.5,Colorado Avalanche,6814.416,22,11.24,-0.216
Burns-Malinski,"['Burns Brent', 'Malinski Sam']",pairing,6683,111.4,7,3,48,33,2.45,2.14,70.0,59.3,53.4,Colorado Avalanche,2815.288,52,28.01,-0.179
Burns-Toews,"['Burns Brent', 'Toews Devon']",pairing,6455,107.6,9,2,37,32,2.09,1.76,81.8,53.6,54.2,Colorado Avalanche,2737.851,54,30.12,-0.14
Blankenburg-Burns,"['Blankenburg Nick', 'Burns Brent']",pairing,5118,85.3,6,2,46,42,2.65,2.64,75.0,52.3,50.1,Colorado Avalanche,4021.002,29,20.4,-0.246
Malinski-Solovyov,"['Malinski Sam', 'Solovyov Ilya']",pairing,4402,73.4,7,4,55,28,2.97,1.57,63.6,66.3,65.4,Colorado Avalanche,31068.71,28,22.9,2.039
Malinski-Manson,"['Malinski Sam', 'Manson Josh']",pairing,4255,70.9,1,2,23,20,1.53,1.28,33.3,53.5,54.5,Colorado Avalanche,3281.579,25,21.15,-0.291
Burns-Makar,"['Burns Brent', 'Makar Cale']",pairing,3983,66.4,7,1,32,22,2.03,0.89,87.5,59.3,69.4,Colorado Avalanche,3539.811,27,24.4,-0.199
Girard-Manson,"['Girard Samuel', 'Manson Josh']",pairing,3972,66.2,5,4,49,40,2.98,2.56,55.6,55.1,53.8,Colorado Avalanche,5943.099,39,35.35,0.239
Girard-Makar,"['Girard Samuel', 'Makar Cale']",pairing,3962,66.0,9,5,70,52,4.67,2.98,64.3,57.4,61.1,Colorado Avalanche,7117.179,44,39.98,0.437
Manson-Toews,"['Manson Josh', 'Toews Devon']",pairing,3400,56.7,2,2,14,16,1.03,1.1,50.0,46.7,48.3,Colorado Avalanche,3211.898,25,26.47,-0.18
Makar-Manson,"['Makar Cale', 'Manson Josh']",pairing,3381,56.4,1,0,13,7,0.69,0.39,100.0,65.0,64.0,Colorado Avalanche,4026.666,23,24.49,-0.156
Burns-Girard,"['Burns Brent', 'Girard Samuel']",pairing,3023,50.4,4,2,42,32,2.72,1.91,66.7,56.8,58.7,Colorado Avalanche,5104.034,25,29.77,0.048
Ahcan-Malinski,"['Ahcan Jack', 'Malinski Sam']",pairing,2932,48.9,1,2,16,18,0.98,0.94,33.3,47.1,51.0,Colorado Avalanche,2735.49,26,31.92,-0.101
Blankenburg-Kulak,"['Blankenburg Nick', 'Kulak Brett']",pairing,1913,31.9,1,3,31,35,1.98,2.06,25.0,47.0,49.1,Colorado Avalanche,11472.761,13,24.46,0.457
Kulak-Toews,"['Kulak Brett', 'Toews Devon']",pairing,1735,28.9,2,0,10,15,0.52,0.96,100.0,40.0,35.2,Colorado Avalanche,7828.532,7,14.52,-0.061
Ahcan-Manson,"['Ahcan Jack', 'Manson Josh']",pairing,1406,23.4,3,1,18,10,1.01,0.57,75.0,64.3,64.0,Colorado Avalanche,2785.02,10,25.6,-0.235
Ahcan-Girard,"['Ahcan Jack', 'Girard Samuel']",pairing,1323,22.1,1,3,44,27,2.23,1.47,25.0,62.0,60.2,Colorado Avalanche,4952.76,9,24.49,-0.08
Blankenburg-Malinski,"['Blankenburg Nick', 'Malinski Sam']",pairing,1301,21.7,2,0,14,9,0.83,0.41,100.0,60.9,66.6,Colorado Avalanche,4598.438,7,19.37,-0.221
Girard-Solovyov,"['Girard Samuel', 'Solovyov Ilya']",pairing,1284,21.4,5,3,26,20,1.71,1.22,62.5,56.5,58.3,Colorado Avalanche,56322.238,16,44.86,4.601
Ahcan-Blankenburg,"['Ahcan Jack', 'Blankenburg Nick']",pairing,1245,20.8,1,2,12,13,0.79,0.66,33.3,48.0,54.4,Colorado Avalanche,3901.589,15,43.37,0.246
Manson-Solovyov,"['Manson Josh', 'Solovyov Ilya']",pairing,1076,17.9,1,1,25,12,1.81,0.55,50.0,67.6,76.7,Colorado Avalanche,31425.674,2,6.69,1.714
Blankenburg-Manson,"['Blankenburg Nick', 'Manson Josh']",pairing,857,14.3,0,0,0,1,0.0,0.04,,0.0,0.0,Colorado Avalanche,4681.797,3,12.6,
Blankenburg-Toews,"['Blankenburg Nick', 'Toews Devon']",pairing,772,12.9,0,0,4,3,0.25,0.17,,57.1,59.3,Colorado Avalanche,4508.276,4,18.65,
Girard-Toews,"['Girard Samuel', 'Toews Devon']",pairing,675,11.2,0,0,0,0,0.0,0.0,,,,Colorado Avalanche,5722.821,10,53.33,
Ahcan-Burns,"['Ahcan Jack', 'Burns Brent']",pairing,646,10.8,2,3,18,23,0.96,1.31,40.0,43.9,42.2,Colorado Avalanche,2391.711,0,0.0,-0.826
Burns-Solovyov,"['Burns Brent', 'Solovyov Ilya']",pairing,613,10.2,0,0,2,3,0.07,0.08,,40.0,45.6,Colorado Avalanche,26170.627,5,29.36,
Ahcan-Makar,"['Ahcan Jack', 'Makar Cale']",pairing,422,7.0,0,0,1,1,0.06,0.07,,50.0,47.9,Colorado Avalanche,3335.395,3,25.59,
Makar-Solovyov,"['Makar Cale', 'Solovyov Ilya']",pairing,397,6.6,0,0,3,2,0.14,0.27,,60.0,35.3,Colorado Avalanche,38994.723,8,72.54,
Blankenburg-Makar,"['Blankenburg Nick', 'Makar Cale']",pairing,325,5.4,1,1,17,11,0.84,0.77,50.0,60.7,52.4,Colorado Avalanche,5606.376,3,33.23,0.165
Ahcan-Gagne,"['Ahcan Jack', 'Gagne Alex']",pairing,269,4.5,0,0,0,0,0.0,0.0,,,,Colorado Avalanche,,0,0.0,
Solovyov-Toews,"['Solovyov Ilya', 'Toews Devon']",pairing,157,2.6,0,0,0,0,0.0,0.0,,,,Colorado Avalanche,30228.547,0,0.0,
Ahcan-Toews,"['Ahcan Jack', 'Toews Devon']",pairing,102,1.7,0,0,0,0,0.0,0.0,,,,Colorado Avalanche,2681.791,1,35.29,
Ahcan-Kulak,"['Ahcan Jack', 'Kulak Brett']",pairing,93,1.6,0,0,0,0,0.0,0.0,,,,Colorado Avalanche,6824.239,0,0.0,
Provorov-Severson,"['Provorov Ivan', 'Severson Damon']",pairing,31506,525.1,34,29,336,320,17.85,18.95,54.0,51.2,48.5,Columbus Blue Jackets,3089.958,338,38.62,0.075
Provorov-Werenski,"['Provorov Ivan', 'Werenski Zach']",pairing,24769,412.8,40,33,305,267,18.67,15.65,54.8,53.3,54.4,Columbus Blue Jackets,4667.075,267,38.81,0.209
Severson-Werenski,"['Severson Damon', 'Werenski Zach']",pairing,24236,403.9,15,23,211,206,12.89,11.25,39.5,50.6,53.4,Columbus Blue Jackets,4120.258,278,41.29,0.218
Mateychuk-Werenski,"['Mateychuk Denton', 'Werenski Zach']",pairing,21785,363.1,21,27,300,305,16.71,19.19,43.8,49.6,46.5,Columbus Blue Jackets,4698.739,216,35.69,0.144
Mateychuk-Severson,"['Mateychuk Denton', 'Severson Damon']",pairing,21351,355.9,12,21,196,206,10.58,12.53,36.4,48.8,45.8,Columbus Blue Jackets,3167.846,176,29.68,-0.114
Fabbro-Werenski,"['Fabbro Dante', 'Werenski Zach']",pairing,20015,333.6,13,18,176,162,11.07,9.73,41.9,52.1,53.2,Columbus Blue Jackets,4131.735,136,24.46,-0.148
Mateychuk-Provorov,"['Mateychuk Denton', 'Provorov Ivan']",pairing,18171,302.9,26,20,266,259,15.89,15.19,56.5,50.7,51.1,Columbus Blue Jackets,3498.259,198,39.23,0.122
Christiansen-Fabbro,"['Christiansen Jake', 'Fabbro Dante']",pairing,12220,203.7,17,18,181,181,10.06,10.47,48.6,50.0,49.0,Columbus Blue Jackets,2486.275,78,22.98,-0.316
Fabbro-Provorov,"['Fabbro Dante', 'Provorov Ivan']",pairing,11552,192.5,8,7,77,73,4.39,3.99,53.3,51.3,52.4,Columbus Blue Jackets,2969.242,89,27.74,-0.173
Gudbranson-Provorov,"['Gudbranson Erik', 'Provorov Ivan']",pairing,9256,154.3,12,9,85,116,5.19,6.58,57.1,42.3,44.1,Columbus Blue Jackets,2534.329,78,30.34,-0.152
Gudbranson-Mateychuk,"['Gudbranson Erik', 'Mateychuk Denton']",pairing,8437,140.6,8,10,72,74,4.51,4.32,44.4,49.3,51.1,Columbus Blue Jackets,2622.869,60,25.6,-0.248
Fabbro-Gudbranson,"['Fabbro Dante', 'Gudbranson Erik']",pairing,6790,113.2,8,5,63,71,3.48,4.51,61.5,47.0,43.5,Columbus Blue Jackets,2221.601,31,16.44,-0.481
Fabbro-Smith,"['Fabbro Dante', 'Smith Brendan']",pairing,6709,111.8,5,3,48,54,2.55,3.8,62.5,47.1,40.1,Columbus Blue Jackets,2175.434,50,26.83,-0.258
Fabbro-Mateychuk,"['Fabbro Dante', 'Mateychuk Denton']",pairing,5076,84.6,5,8,64,54,3.51,3.24,38.5,54.2,52.0,Columbus Blue Jackets,3075.197,41,29.08,-0.135
Christiansen-Gudbranson,"['Christiansen Jake', 'Gudbranson Erik']",pairing,4573,76.2,3,2,27,25,1.14,1.48,60.0,51.9,43.5,Columbus Blue Jackets,2120.475,31,24.4,-0.316
Provorov-Zamula,"['Provorov Ivan', 'Zamula Egor']",pairing,4533,75.5,5,11,37,45,2.5,2.59,31.2,45.1,49.2,Columbus Blue Jackets,6751.367,48,38.12,0.366
Gudbranson-Werenski,"['Gudbranson Erik', 'Werenski Zach']",pairing,3266,54.4,4,3,38,33,1.91,2.37,57.1,53.5,44.6,Columbus Blue Jackets,3516.041,25,27.56,-0.131
Fabbro-Zamula,"['Fabbro Dante', 'Zamula Egor']",pairing,3009,50.1,8,3,43,38,2.86,2.11,72.7,53.1,57.5,Columbus Blue Jackets,5919.504,27,32.3,0.17
Gudbranson-Zamula,"['Gudbranson Erik', 'Zamula Egor']",pairing,2985,49.8,2,2,25,24,1.37,0.92,50.0,51.0,59.9,Columbus Blue Jackets,5053.022,30,36.18,0.183
Fabbro-Severson,"['Fabbro Dante', 'Severson Damon']",pairing,2374,39.6,0,2,3,7,0.15,0.45,0.0,30.0,25.0,Columbus Blue Jackets,2717.949,19,28.81,-0.17
Christiansen-Severson,"['Christiansen Jake', 'Severson Damon']",pairing,1774,29.6,0,0,5,2,0.29,0.09,,71.4,77.0,Columbus Blue Jackets,2559.546,23,46.67,
Christiansen-Zamula,"['Christiansen Jake', 'Zamula Egor']",pairing,1386,23.1,1,0,2,1,0.11,0.03,100.0,66.7,79.9,Columbus Blue Jackets,5645.443,11,28.57,
Christiansen-Mateychuk,"['Christiansen Jake', 'Mateychuk Denton']",pairing,1364,22.7,1,3,8,12,0.63,0.88,25.0,40.0,41.8,Columbus Blue Jackets,2903.034,5,13.2,-0.496
Christiansen-Smith,"['Christiansen Jake', 'Smith Brendan']",pairing,1334,22.2,0,0,10,17,0.76,0.97,,37.0,44.1,Columbus Blue Jackets,2152.762,16,43.18,0.097
Severson-Zamula,"['Severson Damon', 'Zamula Egor']",pairing,1214,20.2,0,1,16,20,0.95,1.33,0.0,44.4,41.7,Columbus Blue Jackets,6169.803,13,38.55,0.327
