unit,players,type,toi_sec,toi_min,gf,ga,sf,sa,xgf,xga,gf_pct,sf_pct,xgf_pct,team,complementarity,pass_links,pass_links_per60,chemistry_index
Desharnais-Leddy,"['Desharnais Vincent', 'Leddy Nick']",pairing,1835,30.6,1,6,18,28,1.36,2.0,14.3,39.1,40.5,San Jose Sharks,2287.479,9,17.66,-0.449
Leddy-Liljegren,"['Leddy Nick', 'Liljegren Timothy']",pairing,1823,30.4,4,1,18,28,1.22,1.49,80.0,39.1,45.0,San Jose Sharks,2778.289,17,33.57,-0.061
Iorio-Leddy,"['Iorio Vincent', 'Leddy Nick']",pairing,1728,28.8,1,0,7,11,0.43,0.75,100.0,38.9,36.6,San Jose Sharks,19403.057,13,27.08,1.168
Leddy-Mukhamadullin,"['Leddy Nick', 'Mukhamadullin Shakir']",pairing,1709,28.5,1,3,9,25,0.65,1.69,25.0,26.5,27.6,San Jose Sharks,2805.253,8,16.85,-0.424
Iorio-Orlov,"['Iorio Vincent', 'Orlov Dmitry']",pairing,1462,24.4,2,0,7,11,0.47,0.56,100.0,38.9,45.9,San Jose Sharks,26374.797,11,27.09,1.743
Iorio-Mukhamadullin,"['Iorio Vincent', 'Mukhamadullin Shakir']",pairing,1431,23.9,3,3,16,25,1.35,1.71,50.0,39.0,44.0,San Jose Sharks,25616.385,13,32.7,1.803
Klingberg-Mukhamadullin,"['Klingberg John', 'Mukhamadullin Shakir']",pairing,1335,22.2,3,0,8,3,0.7,0.13,100.0,72.7,84.2,San Jose Sharks,4016.6,13,35.06,0.074
Desharnais-Klingberg,"['Desharnais Vincent', 'Klingberg John']",pairing,635,10.6,0,0,0,0,0.0,0.0,,,,San Jose Sharks,3280.781,4,22.68,
Klingberg-Liljegren,"['Klingberg John', 'Liljegren Timothy']",pairing,601,10.0,0,0,0,0,0.0,0.0,,,,San Jose Sharks,3957.1,6,35.94,
Desharnais-Liljegren,"['Desharnais Vincent', 'Liljegren Timothy']",pairing,499,8.3,0,0,0,0,0.0,0.0,,,,San Jose Sharks,2974.979,1,7.21,
Iorio-Liljegren,"['Iorio Vincent', 'Liljegren Timothy']",pairing,467,7.8,2,0,13,12,0.97,0.67,100.0,52.0,59.1,San Jose Sharks,25291.991,4,30.84,1.736
Desharnais-Iorio,"['Desharnais Vincent', 'Iorio Vincent']",pairing,312,5.2,0,0,0,0,0.0,0.0,,,,San Jose Sharks,20909.008,1,11.54,
Iorio-Klingberg,"['Iorio Vincent', 'Klingberg John']",pairing,252,4.2,0,0,0,0,0.0,0.0,,,,San Jose Sharks,27596.894,1,14.29,
Dunn-Larsson,"['Dunn Vince', 'Larsson Adam']",pairing,47564,792.7,58,77,610,707,35.3,41.86,43.0,46.3,45.7,Seattle Kraken,2657.735,342,25.89,-0.239
Lindgren-Montour,"['Lindgren Ryan', 'Montour Brandon']",pairing,28238,470.6,28,26,267,281,15.12,15.76,51.9,48.7,49.0,Seattle Kraken,2969.676,227,28.94,-0.146
Evans-Oleksiak,"['Evans Ryker', 'Oleksiak Jamie']",pairing,22000,366.7,22,24,242,284,14.36,15.88,47.8,46.0,47.5,Seattle Kraken,2772.858,152,24.87,-0.252
Fleury-Lindgren,"['Fleury Cale', 'Lindgren Ryan']",pairing,7727,128.8,3,7,59,47,3.4,2.55,30.0,55.7,57.1,Seattle Kraken,1810.253,55,25.62,-0.315
Montour-Oleksiak,"['Montour Brandon', 'Oleksiak Jamie']",pairing,7168,119.5,3,7,43,62,2.54,3.15,30.0,41.0,44.6,Seattle Kraken,3324.215,53,26.62,-0.168
Lindgren-Oleksiak,"['Lindgren Ryan', 'Oleksiak Jamie']",pairing,6024,100.4,4,3,47,57,2.72,3.4,57.1,45.2,44.5,Seattle Kraken,2152.334,25,14.94,-0.52
Evans-Montour,"['Evans Ryker', 'Montour Brandon']",pairing,5858,97.6,5,4,41,61,2.61,3.51,55.6,40.2,42.7,Seattle Kraken,3655.933,59,36.26,0.07
Evans-Larsson,"['Evans Ryker', 'Larsson Adam']",pairing,4115,68.6,2,2,32,33,2.0,1.77,50.0,49.2,53.1,Seattle Kraken,2420.374,21,18.37,-0.423
Evans-Lindgren,"['Evans Ryker', 'Lindgren Ryan']",pairing,3737,62.3,4,4,20,41,1.39,2.47,50.0,32.8,36.0,Seattle Kraken,2434.25,24,23.12,-0.318
Dunn-Montour,"['Dunn Vince', 'Montour Brandon']",pairing,3444,57.4,2,4,18,19,1.09,1.08,33.3,48.6,50.3,Seattle Kraken,3980.538,51,53.31,0.469
Larsson-Lindgren,"['Larsson Adam', 'Lindgren Ryan']",pairing,3360,56.0,6,7,23,24,1.25,1.06,46.2,48.9,54.0,Seattle Kraken,1875.332,33,35.36,-0.096
Evans-Fleury,"['Evans Ryker', 'Fleury Cale']",pairing,2282,38.0,2,2,21,23,1.15,1.41,50.0,47.7,44.8,Seattle Kraken,2341.797,5,7.89,-0.658
Larsson-Oleksiak,"['Larsson Adam', 'Oleksiak Jamie']",pairing,2150,35.8,1,2,11,10,0.71,0.65,33.3,52.4,52.3,Seattle Kraken,2158.484,8,13.4,-0.553
Larsson-Montour,"['Larsson Adam', 'Montour Brandon']",pairing,1575,26.2,0,1,6,3,0.37,0.16,0.0,66.7,69.7,Seattle Kraken,2905.69,13,29.71,-0.135
Dunn-Evans,"['Dunn Vince', 'Evans Ryker']",pairing,1260,21.0,2,0,4,1,0.22,0.09,100.0,80.0,70.9,Seattle Kraken,3379.508,14,40.0,
Dunn-Fleury,"['Dunn Vince', 'Fleury Cale']",pairing,1237,20.6,0,0,8,5,0.47,0.31,,61.5,60.6,Seattle Kraken,2572.491,9,26.19,-0.239
Dunn-Oleksiak,"['Dunn Vince', 'Oleksiak Jamie']",pairing,1094,18.2,1,1,2,5,0.07,0.36,50.0,28.6,15.7,Seattle Kraken,3043.822,3,9.87,
Dunn-Lindgren,"['Dunn Vince', 'Lindgren Ryan']",pairing,922,15.4,1,0,4,7,0.34,0.26,100.0,36.4,57.1,Seattle Kraken,2682.812,4,15.62,-0.461
Fleury-Oleksiak,"['Fleury Cale', 'Oleksiak Jamie']",pairing,780,13.0,1,0,1,5,0.04,0.25,100.0,16.7,13.3,Seattle Kraken,2086.453,3,13.85,
Fleury-Larsson,"['Fleury Cale', 'Larsson Adam']",pairing,521,8.7,0,0,4,0,0.29,0.0,,100.0,100.0,Seattle Kraken,1819.538,3,20.73,
Fleury-Montour,"['Fleury Cale', 'Montour Brandon']",pairing,153,2.5,0,0,0,0,0.0,0.0,,,,Seattle Kraken,2816.356,0,0.0,
Broberg-Parayko,"['Broberg Philip', 'Parayko Colton']",pairing,27513,458.6,30,26,259,248,16.24,14.07,53.6,51.1,53.6,St. Louis Blues,3815.94,154,20.15,-0.269
Fowler-Mailloux,"['Fowler Cam', 'Mailloux Logan']",pairing,18265,304.4,19,19,186,213,11.28,11.71,50.0,46.6,49.1,St. Louis Blues,2574.436,156,30.75,-0.139
Broberg-Mailloux,"['Broberg Philip', 'Mailloux Logan']",pairing,17881,298.0,22,26,187,161,11.16,9.77,45.8,53.7,53.3,St. Louis Blues,3000.215,109,21.95,-0.297
Faulk-Tucker,"['Faulk Justin', 'Tucker Tyler']",pairing,16620,277.0,11,18,131,153,7.67,8.44,37.9,46.1,47.6,St. Louis Blues,4040.814,117,25.34,-0.137
Fowler-Parayko,"['Fowler Cam', 'Parayko Colton']",pairing,13886,231.4,11,14,116,151,7.78,8.38,44.0,43.4,48.1,St. Louis Blues,3312.101,102,26.44,-0.173
Faulk-Fowler,"['Faulk Justin', 'Fowler Cam']",pairing,10750,179.2,11,15,116,138,6.85,8.22,42.3,45.7,45.4,St. Louis Blues,4822.299,114,38.18,0.208
Broberg-Faulk,"['Broberg Philip', 'Faulk Justin']",pairing,10640,177.3,13,19,84,141,4.82,8.61,40.6,37.3,35.9,St. Louis Blues,5569.942,47,15.9,-0.217
Fowler-Tucker,"['Fowler Cam', 'Tucker Tyler']",pairing,6745,112.4,1,6,32,51,1.68,3.27,14.3,38.6,34.0,St. Louis Blues,2724.34,62,33.09,-0.076
Mailloux-Tucker,"['Mailloux Logan', 'Tucker Tyler']",pairing,4776,79.6,5,6,31,33,1.67,1.78,45.5,48.4,48.4,St. Louis Blues,2159.729,11,8.29,-0.664
Fowler-Holl,"['Fowler Cam', 'Holl Justin']",pairing,2689,44.8,1,3,15,24,1.03,1.57,25.0,38.5,39.6,St. Louis Blues,5141.472,19,25.44,-0.044
Parayko-Tucker,"['Parayko Colton', 'Tucker Tyler']",pairing,2463,41.0,3,1,26,20,1.81,0.9,75.0,56.5,66.7,St. Louis Blues,2774.447,17,24.85,-0.252
Broberg-Fowler,"['Broberg Philip', 'Fowler Cam']",pairing,2029,33.8,0,0,2,2,0.16,0.08,,50.0,66.5,St. Louis Blues,3746.958,15,26.61,
Faulk-Parayko,"['Faulk Justin', 'Parayko Colton']",pairing,1503,25.1,1,0,10,14,0.79,0.76,100.0,41.7,50.8,St. Louis Blues,4910.955,17,40.72,0.271
Broberg-Tucker,"['Broberg Philip', 'Tucker Tyler']",pairing,1395,23.2,0,1,4,2,0.17,0.25,0.0,66.7,39.7,St. Louis Blues,3134.799,6,15.48,
Mailloux-Parayko,"['Mailloux Logan', 'Parayko Colton']",pairing,1177,19.6,1,0,4,1,0.26,0.05,100.0,80.0,84.1,St. Louis Blues,2621.717,6,18.35,
Faulk-Mailloux,"['Faulk Justin', 'Mailloux Logan']",pairing,655,10.9,0,0,0,3,0.0,0.29,,0.0,0.0,St. Louis Blues,3805.577,8,43.97,
Holl-Tucker,"['Holl Justin', 'Tucker Tyler']",pairing,503,8.4,0,0,0,0,0.0,0.0,,,,St. Louis Blues,4301.263,10,71.57,
Broberg-Holl,"['Broberg Philip', 'Holl Justin']",pairing,331,5.5,0,0,0,0,0.0,0.0,,,,St. Louis Blues,5863.913,3,32.63,
Holl-Parayko,"['Holl Justin', 'Parayko Colton']",pairing,136,2.3,0,0,0,0,0.0,0.0,,,,St. Louis Blues,5236.133,0,0.0,
Holl-Mailloux,"['Holl Justin', 'Mailloux Logan']",pairing,102,1.7,0,0,0,0,0.0,0.0,,,,St. Louis Blues,4118.757,0,0.0,
Cernak-McDonagh,"['Cernak Erik', 'McDonagh Ryan']",pairing,34158,569.3,44,33,278,281,17.76,17.51,57.1,49.7,50.3,Tampa Bay Lightning,2649.608,293,30.88,-0.13
Lilleberg-Raddysh,"['Lilleberg Emil', 'Raddysh Darren']",pairing,4216,70.3,2,3,33,26,1.56,1.48,40.0,55.9,51.4,Tampa Bay Lightning,2863.599,26,22.2,-0.302
Cernak-Hedman,"['Cernak Erik', 'Hedman Victor']",pairing,3984,66.4,3,1,22,29,1.21,1.77,75.0,43.1,40.6,Tampa Bay Lightning,3100.775,26,23.49,-0.255
McDonagh-Raddysh,"['McDonagh Ryan', 'Raddysh Darren']",pairing,3742,62.4,6,4,53,51,3.2,2.97,60.0,51.0,51.8,Tampa Bay Lightning,3545.091,23,22.13,-0.248
Hedman-Raddysh,"['Hedman Victor', 'Raddysh Darren']",pairing,2884,48.1,2,4,22,19,1.33,1.16,33.3,53.7,53.4,Tampa Bay Lightning,4033.295,20,24.97,-0.145
Carlile-Hedman,"['Carlile Declan', 'Hedman Victor']",pairing,2494,41.6,1,1,14,10,0.8,0.64,50.0,58.3,55.2,Tampa Bay Lightning,2955.926,24,34.64,-0.023
Carlile-Raddysh,"['Carlile Declan', 'Raddysh Darren']",pairing,2248,37.5,2,3,12,19,0.81,1.06,40.0,38.7,43.3,Tampa Bay Lightning,3094.114,22,35.23,0.001
Lilleberg-McDonagh,"['Lilleberg Emil', 'McDonagh Ryan']",pairing,2034,33.9,0,1,5,6,0.31,0.3,0.0,45.5,50.3,Tampa Bay Lightning,2344.722,15,26.55,-0.25
Carlile-Lilleberg,"['Carlile Declan', 'Lilleberg Emil']",pairing,2012,33.5,4,0,11,4,0.93,0.25,100.0,73.3,78.8,Tampa Bay Lightning,2071.334,5,8.95,-0.657
Cernak-Lilleberg,"['Cernak Erik', 'Lilleberg Emil']",pairing,1217,20.3,0,0,1,1,0.11,0.04,,50.0,74.2,Tampa Bay Lightning,2163.532,17,50.29,
Hedman-Lilleberg,"['Hedman Victor', 'Lilleberg Emil']",pairing,998,16.6,2,2,20,11,1.14,0.69,50.0,64.5,62.3,Tampa Bay Lightning,2730.529,6,21.64,-0.326
Carlile-Cernak,"['Carlile Declan', 'Cernak Erik']",pairing,961,16.0,0,0,0,1,0.0,0.04,,0.0,0.0,Tampa Bay Lightning,2346.682,8,29.97,
Carlile-McDonagh,"['Carlile Declan', 'McDonagh Ryan']",pairing,474,7.9,0,0,0,0,0.0,0.0,,,,Tampa Bay Lightning,2543.54,3,22.78,
Hedman-McDonagh,"['Hedman Victor', 'McDonagh Ryan']",pairing,274,4.6,0,0,0,0,0.0,0.0,,,,Tampa Bay Lightning,3362.424,6,78.83,
Cernak-Raddysh,"['Cernak Erik', 'Raddysh Darren']",pairing,212,3.5,0,0,0,0,0.0,0.0,,,,Tampa Bay Lightning,3266.415,2,33.96,
Carlo-Rielly,"['Carlo Brandon', 'Rielly Morgan']",pairing,15470,257.8,22,16,188,208,10.8,11.67,57.9,47.5,48.1,Toronto Maple Leafs,2332.076,79,18.38,-0.43
Carlo-McCabe,"['Carlo Brandon', 'McCabe Jake']",pairing,10083,168.1,24,25,168,218,10.35,13.05,49.0,43.5,44.2,Toronto Maple Leafs,2228.621,93,33.2,-0.115
Benoit-Stecher,"['Benoit Simon', 'Stecher Troy']",pairing,9194,153.2,24,30,135,182,8.82,10.99,44.4,42.6,44.5,Toronto Maple Leafs,10614.709,89,34.85,0.613
Benoit-McCabe,"['Benoit Simon', 'McCabe Jake']",pairing,7351,122.5,12,13,124,143,7.52,8.62,48.0,46.4,46.6,Toronto Maple Leafs,2407.459,73,35.75,-0.044
McCabe-Stecher,"['McCabe Jake', 'Stecher Troy']",pairing,7298,121.6,18,16,123,169,7.54,10.69,52.9,42.1,41.4,Toronto Maple Leafs,12616.258,139,68.57,1.514
Benoit-Myers,"['Benoit Simon', 'Myers Philippe']",pairing,5928,98.8,9,8,65,64,4.13,4.18,52.9,50.4,49.7,Toronto Maple Leafs,1873.124,52,31.58,-0.179
Myers-Rielly,"['Myers Philippe', 'Rielly Morgan']",pairing,5246,87.4,9,4,89,107,4.87,6.01,69.2,45.4,44.8,Toronto Maple Leafs,2296.384,45,30.88,-0.16
McCabe-Tanev,"['McCabe Jake', 'Tanev Chris']",pairing,5178,86.3,8,10,79,104,5.65,5.98,44.4,43.2,48.6,Toronto Maple Leafs,1609.537,44,30.59,-0.223
Rielly-Stecher,"['Rielly Morgan', 'Stecher Troy']",pairing,3745,62.4,5,6,51,67,3.07,4.3,45.5,43.2,41.7,Toronto Maple Leafs,12681.267,32,30.76,0.694
McCabe-Rielly,"['McCabe Jake', 'Rielly Morgan']",pairing,2092,34.9,0,2,3,6,0.14,0.37,0.0,33.3,26.6,Toronto Maple Leafs,2899.581,23,39.58,0.08
Benoit-Carlo,"['Benoit Simon', 'Carlo Brandon']",pairing,1301,21.7,0,3,13,11,0.67,0.64,0.0,54.2,51.2,Toronto Maple Leafs,1890.71,5,13.84,-0.565
Benoit-Rielly,"['Benoit Simon', 'Rielly Morgan']",pairing,1254,20.9,0,3,22,28,0.92,1.63,0.0,44.0,36.0,Toronto Maple Leafs,2425.474,9,25.84,-0.259
McCabe-Myers,"['McCabe Jake', 'Myers Philippe']",pairing,914,15.2,2,3,14,22,0.88,1.35,40.0,38.9,39.3,Toronto Maple Leafs,2211.449,9,35.45,-0.067
Carlo-Stecher,"['Carlo Brandon', 'Stecher Troy']",pairing,599,10.0,0,0,3,7,0.21,0.34,,30.0,38.4,Toronto Maple Leafs,9926.257,5,30.05,0.451
Carlo-Myers,"['Carlo Brandon', 'Myers Philippe']",pairing,287,4.8,0,0,1,1,0.04,0.03,,50.0,51.4,Toronto Maple Leafs,1694.866,3,37.63,
Myers-Stecher,"['Myers Philippe', 'Stecher Troy']",pairing,278,4.6,0,0,0,0,0.0,0.0,,,,Toronto Maple Leafs,9829.335,1,12.95,
Marino-Schmidt,"['Marino John', 'Schmidt Nate']",pairing,40159,669.3,38,42,438,438,25.61,26.07,47.5,50.0,49.6,Utah Mammoth,3169.126,419,37.56,0.058
Cole-DeSimone,"['Cole Ian', 'DeSimone Nick']",pairing,11942,199.0,10,9,103,89,6.75,4.53,52.6,53.6,59.8,Utah Mammoth,3021.036,87,26.23,-0.201
Cole-Durzi,"['Cole Ian', 'Durzi Sean']",pairing,10465,174.4,12,8,67,51,4.15,2.62,60.0,56.8,61.2,Utah Mammoth,3628.199,80,27.52,-0.123
Cole-Maatta,"['Cole Ian', 'Maatta Olli']",pairing,6522,108.7,8,13,94,80,5.21,5.03,38.1,54.0,50.9,Utah Mammoth,10883.583,43,23.74,0.393
Durzi-Schmidt,"['Durzi Sean', 'Schmidt Nate']",pairing,4551,75.8,5,1,28,27,1.32,1.44,83.3,50.9,47.7,Utah Mammoth,3695.636,47,37.18,0.093
Cole-Marino,"['Cole Ian', 'Marino John']",pairing,4378,73.0,4,2,45,32,2.34,1.79,66.7,58.4,56.7,Utah Mammoth,3082.323,32,26.31,-0.195
Cole-Schmidt,"['Cole Ian', 'Schmidt Nate']",pairing,2914,48.6,0,8,14,29,0.79,1.68,0.0,32.6,31.9,Utah Mammoth,3221.799,20,24.71,-0.218
Cole-Lamoureux,"['Cole Ian', 'Lamoureux Maveric']",pairing,2903,48.4,2,2,35,18,1.81,1.04,50.0,66.0,63.6,Utah Mammoth,2362.829,22,27.28,-0.233
Durzi-Weegar,"['Durzi Sean', 'Weegar MacKenzie']",pairing,2775,46.2,0,3,13,15,0.88,0.81,0.0,46.4,52.1,Utah Mammoth,5672.56,16,20.76,-0.102
Durzi-Marino,"['Durzi Sean', 'Marino John']",pairing,1997,33.3,0,0,4,1,0.19,0.08,,80.0,70.8,Utah Mammoth,3501.747,22,39.66,
DeSimone-Durzi,"['DeSimone Nick', 'Durzi Sean']",pairing,1512,25.2,1,2,9,22,0.47,1.45,33.3,29.0,24.4,Utah Mammoth,3370.385,15,35.71,0.034
Maatta-Marino,"['Maatta Olli', 'Marino John']",pairing,1298,21.6,2,2,20,17,1.29,1.13,50.0,54.1,53.5,Utah Mammoth,10706.236,19,52.7,1.01
DeSimone-Maatta,"['DeSimone Nick', 'Maatta Olli']",pairing,1258,21.0,0,1,9,5,0.39,0.25,0.0,64.3,60.8,Utah Mammoth,10459.997,8,22.89,0.339
DeSimone-Schmidt,"['DeSimone Nick', 'Schmidt Nate']",pairing,1245,20.8,1,3,16,18,1.02,1.19,25.0,47.1,46.2,Utah Mammoth,3096.106,11,31.81,-0.073
DeSimone-Marino,"['DeSimone Nick', 'Marino John']",pairing,850,14.2,2,0,4,1,0.18,0.03,100.0,80.0,85.0,Utah Mammoth,2946.567,5,21.18,
Schmidt-Weegar,"['Schmidt Nate', 'Weegar MacKenzie']",pairing,849,14.2,0,1,8,7,0.28,0.39,0.0,53.3,41.9,Utah Mammoth,5230.376,9,38.16,0.241
Maatta-Schmidt,"['Maatta Olli', 'Schmidt Nate']",pairing,833,13.9,0,0,7,6,0.63,0.41,,53.8,60.8,Utah Mammoth,11209.844,12,51.86,1.034
Marino-Weegar,"['Marino John', 'Weegar MacKenzie']",pairing,737,12.3,0,0,4,8,0.16,0.43,,33.3,27.1,Utah Mammoth,4974.931,7,34.19,0.134
Cole-Weegar,"['Cole Ian', 'Weegar MacKenzie']",pairing,705,11.8,0,1,4,3,0.32,0.16,0.0,57.1,66.8,Utah Mammoth,5107.623,6,30.64,
DeSimone-Weegar,"['DeSimone Nick', 'Weegar MacKenzie']",pairing,580,9.7,1,1,8,9,0.31,0.42,50.0,47.1,42.8,Utah Mammoth,4823.174,1,6.21,-0.49
Durzi-Maatta,"['Durzi Sean', 'Maatta Olli']",pairing,444,7.4,1,0,7,1,0.74,0.1,100.0,87.5,88.6,Utah Mammoth,12486.483,2,16.22,0.361
Lamoureux-Szuber,"['Lamoureux Maveric', 'Szuber Maksymilian']",pairing,415,6.9,1,0,3,3,0.11,0.21,100.0,50.0,34.1,Utah Mammoth,,0,0.0,
Lamoureux-Schmidt,"['Lamoureux Maveric', 'Schmidt Nate']",pairing,191,3.2,0,0,0,0,0.0,0.0,,,,Utah Mammoth,2437.941,4,75.39,
Durzi-Lamoureux,"['Durzi Sean', 'Lamoureux Maveric']",pairing,129,2.1,0,0,3,1,0.22,0.02,,75.0,92.3,Utah Mammoth,2737.225,1,27.91,
Lamoureux-Marino,"['Lamoureux Maveric', 'Marino John']",pairing,102,1.7,0,0,0,0,0.0,0.0,,,,Utah Mammoth,2331.301,3,105.88,
Hronek-Pettersson,"['Hronek Filip', 'Pettersson Elias']",pairing,26393,439.9,34,52,339,381,20.93,23.38,39.5,47.1,47.2,Vancouver Canucks,2713.181,329,44.88,-0.207
Pettersson-Willander,"['Pettersson Marcus', 'Willander Tom']",pairing,25099,418.3,27,31,227,274,13.63,17.63,46.6,45.3,43.6,Vancouver Canucks,2068.464,146,20.94,-0.244
Hronek-Hughes,"['Hronek Filip', 'Hughes Quinn']",pairing,17844,297.4,26,29,245,257,15.87,15.61,47.3,48.8,50.4,Vancouver Canucks,15508.917,220,44.38,1.225
Pettersson-Pettersson,"['Pettersson Elias', 'Pettersson Marcus']",pairing,16737,278.9,24,21,183,184,11.79,12.0,53.3,49.9,49.6,Vancouver Canucks,2612.215,63,13.55,-0.512
Pettersson-Willander,"['Pettersson Elias', 'Willander Tom']",pairing,14978,249.6,24,25,179,192,11.19,12.89,49.0,48.2,46.5,Vancouver Canucks,2190.967,114,27.4,-0.244
Myers-Pettersson,"['Myers Tyler', 'Pettersson Marcus']",pairing,14930,248.8,20,11,170,152,11.1,9.03,64.5,52.8,55.1,Vancouver Canucks,3581.963,105,25.32,-0.192
Buium-Hronek,"['Buium Zeev', 'Hronek Filip']",pairing,14235,237.2,11,20,112,143,6.7,8.61,35.5,43.9,43.8,Vancouver Canucks,6232.759,171,43.25,0.435
Hronek-Pettersson,"['Hronek Filip', 'Pettersson Marcus']",pairing,13837,230.6,16,37,150,192,9.09,12.91,30.2,43.9,41.3,Vancouver Canucks,2597.174,106,27.58,-0.207
Myers-Pettersson,"['Myers Tyler', 'Pettersson Elias']",pairing,13590,226.5,12,17,137,146,8.4,8.77,41.4,48.4,48.9,Vancouver Canucks,3978.31,87,23.05,-0.192
Hughes-Pettersson,"['Hughes Quinn', 'Pettersson Elias']",pairing,8702,145.0,12,20,137,150,9.02,8.75,37.5,47.7,50.8,Vancouver Canucks,13753.832,219,90.6,2.089
Buium-Pettersson,"['Buium Zeev', 'Pettersson Elias']",pairing,7271,121.2,9,18,83,108,4.48,6.66,33.3,43.5,40.2,Vancouver Canucks,5826.773,91,45.06,0.441
Buium-Myers,"['Buium Zeev', 'Myers Tyler']",pairing,4861,81.0,1,6,35,45,1.76,2.68,14.3,43.8,39.7,Vancouver Canucks,9055.348,28,20.74,0.176
Joseph-Myers,"['Joseph Pierre-Olivier', 'Myers Tyler']",pairing,4568,76.1,2,4,31,24,1.76,1.29,33.3,56.4,57.7,Vancouver Canucks,3414.363,28,22.07,-0.26
Joseph-Pettersson,"['Joseph Pierre-Olivier', 'Pettersson Elias']",pairing,4459,74.3,4,2,28,21,1.48,1.51,66.7,57.1,49.5,Vancouver Canucks,2518.556,23,18.57,-0.41
Mancini-Pettersson,"['Mancini Victor', 'Pettersson Elias']",pairing,4189,69.8,2,7,39,71,1.83,3.91,22.2,35.5,31.9,Vancouver Canucks,2031.213,23,19.77,-0.389
Buium-Mancini,"['Buium Zeev', 'Mancini Victor']",pairing,4035,67.2,5,5,45,53,2.54,3.01,50.0,45.9,45.8,Vancouver Canucks,4606.41,26,23.2,-0.137
Hughes-Myers,"['Hughes Quinn', 'Myers Tyler']",pairing,3697,61.6,0,7,26,24,1.3,1.5,0.0,52.0,46.5,Vancouver Canucks,23306.174,31,30.19,1.558
Hughes-Willander,"['Hughes Quinn', 'Willander Tom']",pairing,2776,46.3,3,5,40,33,2.16,1.67,37.5,54.8,56.4,Vancouver Canucks,12595.931,20,25.94,0.582
Buium-Willander,"['Buium Zeev', 'Willander Tom']",pairing,2627,43.8,5,4,28,28,1.65,2.03,55.6,50.0,44.8,Vancouver Canucks,5022.461,39,53.44,0.558
Buium-Joseph,"['Buium Zeev', 'Joseph Pierre-Olivier']",pairing,2620,43.7,4,3,38,37,2.37,2.64,57.1,50.7,47.3,Vancouver Canucks,5735.469,17,23.36,-0.04
Mancini-Pettersson,"['Mancini Victor', 'Pettersson Marcus']",pairing,2582,43.0,2,2,34,33,1.76,2.1,50.0,50.7,45.6,Vancouver Canucks,1782.903,16,22.31,-0.389
Hronek-Willander,"['Hronek Filip', 'Willander Tom']",pairing,1725,28.8,3,5,28,53,1.59,3.48,37.5,34.6,31.4,Vancouver Canucks,2225.605,29,60.52,0.482
Joseph-Pettersson,"['Joseph Pierre-Olivier', 'Pettersson Marcus']",pairing,1569,26.1,0,0,2,3,0.14,0.25,,40.0,35.4,Vancouver Canucks,2275.166,8,18.36,-0.41
Mancini-Willander,"['Mancini Victor', 'Willander Tom']",pairing,1530,25.5,2,1,11,13,0.61,0.7,66.7,45.8,46.5,Vancouver Canucks,1563.064,4,9.41,-0.689
Joseph-Willander,"['Joseph Pierre-Olivier', 'Willander Tom']",pairing,1412,23.5,2,2,11,5,0.77,0.5,50.0,68.8,60.7,Vancouver Canucks,1979.28,10,25.5,-0.303
Forbort-Pettersson,"['Forbort Derek', 'Pettersson Elias']",pairing,1203,20.1,2,2,17,16,1.13,1.37,50.0,51.5,45.1,Vancouver Canucks,,0,0.0,
Hronek-Joseph,"['Hronek Filip', 'Joseph Pierre-Olivier']",pairing,1149,19.1,1,1,5,2,0.29,0.1,50.0,71.4,73.9,Vancouver Canucks,2487.895,7,21.93,
Forbort-Hronek,"['Forbort Derek', 'Hronek Filip']",pairing,1044,17.4,1,2,15,15,0.81,0.87,33.3,50.0,48.1,Vancouver Canucks,,0,0.0,
Joseph-Mancini,"['Joseph Pierre-Olivier', 'Mancini Victor']",pairing,959,16.0,0,1,3,2,0.08,0.11,0.0,60.0,41.0,Vancouver Canucks,1695.835,7,26.28,
Hronek-Myers,"['Hronek Filip', 'Myers Tyler']",pairing,918,15.3,0,1,5,5,0.31,0.26,0.0,50.0,54.8,Vancouver Canucks,3921.709,7,27.45,-0.1
Hughes-Mancini,"['Hughes Quinn', 'Mancini Victor']",pairing,888,14.8,1,4,8,12,0.75,0.87,20.0,40.0,46.3,Vancouver Canucks,12014.334,7,28.38,0.587
Forbort-Mancini,"['Forbort Derek', 'Mancini Victor']",pairing,427,7.1,0,0,0,0,0.0,0.0,,,,Vancouver Canucks,,0,0.0,
Hronek-Mancini,"['Hronek Filip', 'Mancini Victor']",pairing,419,7.0,0,0,4,11,0.11,0.65,,26.7,14.6,Vancouver Canucks,1970.744,4,34.37,-0.11
Buium-Pettersson,"['Buium Zeev', 'Pettersson Marcus']",pairing,358,6.0,0,0,0,0,0.0,0.0,,,,Vancouver Canucks,5957.779,2,20.11,0.441
Myers-Willander,"['Myers Tyler', 'Willander Tom']",pairing,347,5.8,0,0,0,0,0.0,0.0,,,,Vancouver Canucks,3118.877,2,20.75,
Hughes-Pettersson,"['Hughes Quinn', 'Pettersson Marcus']",pairing,335,5.6,0,0,1,4,0.06,0.11,,20.0,35.3,Vancouver Canucks,15222.666,3,32.24,2.089
Forbort-Myers,"['Forbort Derek', 'Myers Tyler']",pairing,173,2.9,0,0,0,0,0.0,0.0,,,,Vancouver Canucks,,0,0.0,
